prediction	n.	예측, 예보	2
provide	v.	제공하다, 주다	2
spacecraft	n.	우주선, 우주 탐사선	2
technical	adj.	기술의, 기술적인	2
tool	n.	도구, 수단	1
visitor	n.	방문객, 관람객	1
addition	n.	추가, 덧붙임(in addition은 '게다가')	2
additional	adj.	추가의, 더해진	2
africa	pn.	아프리카(대륙)	3
amanda	pn.	어맨다(여자 이름)	3
americans	n.	미국인들	1
ames	pn.	에임스 연구센터(미국 캘리포니아의 NASA 연구소)	3
anniversary	n.	기념일, 주년	2
approach	n., v.	접근법, 방식, 다가가다	2
architecture	n.	구성 방식, 체계 구조, 건축	3
associated	adj.	관련된, 연관된	2
astronaut	n.	우주비행사	2
available	adj.	이용할 수 있는, 구할 수 있는	2
bethany	pn.	베서니(여자 이름)	3
browser	n.	브라우저(인터넷 화면을 보여 주는 프로그램)	2
california	pn.	캘리포니아(미국 서부의 주)	3
celebrate	v.	기념하다, 축하하다	2
centers	n.	센터들, 연구소들	1
ceo	n.	최고경영자(Chief Executive Officer)	3
challenges	n.	과제들, 어려움	2
cheryl	pn.	셰릴(여자 이름)	3
collaborate	v.	협력하다, 함께 일하다	3
collaborative	adj.	협력하는, 공동의	3
community	n.	공동체, 지역사회, ~계(界)	2
consider	v.	고려하다, ~라고 여기다	2
creating	v.	만들기, 만들어 내는	2
crew	n.	승무원, 탑승 대원	2
define	v.	정의하다, 분명히 정하다	2
demonstrate	v.	보여주다, 입증하다	2
develop	v.	개발하다, 발전시키다	2
directly	adv.	직접, 곧바로	1
discover	v.	발견하다, 알아내다	1
division	n.	부서, 국, 나눔	2
eclipses	n.	일식들, 월식들	3
emergence	n.	출현, 나타남	3
emerging	adj.	새로 떠오르는, 신흥의	3
enable	v.	가능하게 하다, ~할 수 있게 하다	2
engineering	n.	공학, 기술 설계	2
excellence	n.	탁월함, 뛰어남	3
exist	v.	존재하다, 있다	2
experts	n.	전문가들	2
flares	n.	플레어(태양 표면에서 일어나는 폭발)	3
focuses	v.	집중하다, 초점을 맞추다	2
forecasters	n.	예보관들, 예측하는 전문가들	3
front-row	adj.	맨 앞줄의, 가장 가까이서 보는	2
griffin	pn.	그리핀(사람의 성, NASA 달 착륙선 이름이기도 함)	3
heliophysics	n.	태양물리학(태양과 그 영향을 연구하는 분야)	3
html	n.	에이치티엠엘(웹페이지를 만드는 문서 형식)	2
humanity	n.	인류, 인간성	2
infrastructure	n.	기반 시설, 밑바탕이 되는 설비	3
institute	n.	연구소, 협회	2
institutions	n.	기관들, 단체들	2
integration	n.	통합, 합쳐 하나로 만들기	3
investors	n.	투자자들	2
javascript	n.	자바스크립트(웹페이지를 움직이게 하는 프로그램 언어)	3
launch	n., v.	발사, 발사하다, 시작하다	2
le	pn.	르, 레(이름의 일부로 쓰이는 말)(추정)	3
look-alikes	n.	닮은꼴, 꼭 닮은 것	3
