tallassee	n.	탤러시(미국 앨라배마주의 지명)	3
tally	n., v.	셈, 기록, 일치하다	2
tame	adj., v.	길들여진, 시시한, 길들이다	2
tampered	v.	함부로 손댔다, 건드렸다	3
tan	v., n.	햇볕에 그을리다, 매질하다(구어), 황갈색	2
tannery	n.	무두질 공장, 가죽 공장	3
tapped	v.	가볍게 두드렸다, 톡톡 쳤다	2
tar	n.	타르, 콜타르	2
tar-and-feather	v.	타르를 바르고 깃털을 붙이다(사적 형벌·린치)	3
tarry	v.	머무르다, 지체하다(옛말)	3
taw	n.	구슬치기의 알구슬, 큰 구슬(미국 구어)	3
taxed	v.	부담을 지웠다, 무리를 주었다, 세금을 매겼다	2
taylor	n.	테일러(성씨, 인명)	3
tea-spoon	n.	찻숟가락	1
teased	v.	놀렸다, 졸랐다	1
teasing	v., n.	놀리기, 괴롭히기	1
teaspoon	n.	찻숟가락	1
teaspoonful	n.	찻숟가락 하나 분량	2
telegraph	n., v.	전신, 전보를 치다	2
telegraphic	adj.	전신의, 전보식의(간결한)	3
telltale	adj., n.	비밀을 드러내는, 고자질쟁이	3
tempestuous	adj.	폭풍우 같은, 격렬한	3
ten-cent	adj.	10센트짜리	2
ten-center	n.	10센트짜리 물건, 10센트 동전	3
ten-pins	n.	텐핀(볼링의 일종)	3
tenantless	adj.	사는 사람이 없는, 텅 빈	3
terms	n.	조건, 말씨, (사람 사이의) 관계	2
testament	n.	성경(신약·구약), 유언장	2
testimony	n.	증언, 증거	2
thankfullest	adj.	가장 감사하는(thankful의 최상급, 구어)	3
thanksgivings	n.	감사, 감사 기도	2
thence	adv.	거기서부터, 그러므로(옛말)	3
thereof	adv.	그것의, 그것에 관하여(옛말·법률어)	3
these-yer	pron., adj.	이것들, 이(these here의 사투리)	3
thick-headed	adj.	우둔한, 머리가 나쁜	2
thimblefuls	n.	골무 하나 분량(아주 적은 양)	3
thin-skinned	adj.	신경이 예민한, 상처받기 쉬운	3
thirty-five	n., adj.	35, 서른다섯	1
thish-yer	pron., adj.	이것, 이(this here의 사투리)	3
thread-bare	adj.	닳아 해진, 낡은	3
threatened	v.	위협했다, 협박했다	1
three-fourths	n.	4분의 3	2
three-mile	adj.	3마일의	2
thro	prep.	~을 통해, ~을 지나(through의 축약 철자)	3
thunderblasts	n.	우레 같은 폭발음, 천둥소리	3
thunderpeals	n.	천둥소리, 우렛소리	3
thunderstorm	n.	뇌우, 천둥 번개를 동반한 폭풍	2
thwarts	n., v.	(보트의) 가로 좌석, 방해하다	3
til	prep., conj.	~까지(till/until의 축약)	2
tilted	v.	기울였다, 기울어졌다	2
timbers	n.	목재, 들보	2
timid	adj.	소심한, 겁 많은	2
tingled	v.	따끔거렸다, 얼얼했다, 짜릿했다	2
tingling	v., adj.	따끔거리는, 짜릿한	2
tinkled	v.	딸랑거렸다, 짤랑 소리 냈다	2
tinted	adj., v.	색조를 띤, 엷게 물들인	2
tip-toed	v.	발끝으로 걸었다, 살금살금 걸었다	2
tisn't	v.	~이 아니다(it isn't의 구어 축약)	3
titlepage	n.	(책의) 표제지, 속표지	2
titles	n.	제목, 칭호, 소유권	1
to-morrow	n., adv.	내일(tomorrow의 옛 철자)	1
tobacker	n.	담배(tobacco의 사투리)	3
toll	v., n.	(종을) 천천히 울리다, 조종	2
tollable	adj., adv.	그런대로 괜찮은, 꽤(tolerable의 사투리)	3
tombstone	n.	묘비	2
ton	n.	톤(무게 단위)	1
tongue-tied	adj.	말문이 막힌, 말을 못 하는	2
tops'ls	n.	톱세일, 중간 돛(topsails의 뱃사람 발음)	3
tote	v.	나르다, 운반하다(미국 남부 구어)	3
tother	adj., pron.	다른 하나(의)(the other의 사투리)	3
tottered	v.	비틀거렸다, 휘청거렸다	3
touchingly	adv.	감동적으로, 애처롭게	2
townward	adv.	마을 쪽으로	3
traced	v.	추적했다, 더듬어 갔다, (선을) 그렸다	2
trackless	adj.	길 없는, 발자국 없는	3
tracts	n.	(종교) 소책자, 전도지, 넓은 땅	3
tragic	adj.	비극적인	2
trained	v., adj.	훈련된, 훈련시켰다	1
traitor	n.	배신자, 반역자	2
trance	n.	무아지경, 황홀경, 혼수	3
transcendent	adj.	초월적인, 탁월한	3
transmitted	v.	전달했다, 전송했다	2
transpired	v.	(일이) 일어났다, 알려졌다	3
tread-mill	n.	쳇바퀴, 답차(단조로운 일)	3
treasure-box	n.	보물 상자	1
tremor	n.	떨림, 전율	2
trickled	v.	똑똑 흘렀다, 조금씩 흘렀다	2
trickling	v., adj.	똑똑 떨어지는, 조금씩 흐르는	2
trilled	v.	떨리는 소리로 지저귀었다, 트릴로 노래했다	3
trinkets	n.	값싼 장신구, 자질구레한 장식품	3
triple-locked	adj.	자물쇠를 세 겹으로 채운	3
trouble-some	adj.	골치 아픈, 성가신	2
trounce	v.	호되게 때리다, 완패시키다	3
troy	n.	트로이(고대 도시명)	3
truce	n.	휴전, 정전	2
true-blue	adj.	충직한, 진짜의	3
trunks	n.	여행용 큰 가방, 나무 줄기	2
tuck	v., n.	쑤셔 넣다, 감싸다, 주름	2
tumblebug	n.	쇠똥구리	3
tumbled	v.	굴러떨어졌다, 넘어졌다	2
turf	n.	잔디, 뗏장	2
turmoil	n.	혼란, 소란	2
turner	n.	터너(성씨, 인명)	3
turtle	n.	거북	1
twine	n., v.	노끈, 꼬다, 휘감다	2
twitching	v., adj.	씰룩거리는, 경련하는	2
twon't	v.	~하지 않을 것이다(it won't의 구어 축약)	3
twouldn't	v.	~하지 않을 것이다(it wouldn't의 구어 축약)	3
tyranny	n.	폭정, 압제	2
umf	int.	흥, 음(못마땅한 콧소리)	3
un-dreamed-of	adj.	꿈에도 생각지 못한	3
unaccountable	adj.	설명할 수 없는, 이해할 수 없는	3
unadorned	adj.	꾸미지 않은, 수수한	3
unalloyed	adj.	순수한, 섞이지 않은	3
unanimous	adj.	만장일치의	2
unanimously	adv.	만장일치로	2
unawares	adv.	뜻밖에, 부지불식간에	3
unbarred	v., adj.	빗장을 풀었다, 빗장이 풀린	3
unbroken	adj.	끊기지 않은, 깨지지 않은	2
unbutton	v.	단추를 풀다	2
uncombed	adj.	빗질하지 않은, 헝클어진	2
uncommitted	adj.	저지르지 않은, 어느 쪽에도 매이지 않은	3
uncushioned	adj.	방석 없는, 쿠션 없는	3
underbrush	n.	덤불, 관목 숲	3
undisturbed	adj.	방해받지 않은, 흐트러지지 않은	2
unexplored	adj.	탐험되지 않은, 미지의	2
unfair	adj.	불공평한	1
unfeeling	adj.	무정한, 냉담한	3
unflagging	adj.	지칠 줄 모르는, 꺾이지 않는	3
unfolded	v.	펼쳤다, 드러냈다	2
unfolding	v.	펼쳐지다, 전개되다	2
unfrequented	adj.	인적이 드문	3
ungraspable	adj.	붙잡을 수 없는, 이해할 수 없는	3
unhealthy	adj.	건강에 나쁜, 건강하지 못한	1
unimaginable	adj.	상상할 수 없는	2
uninstructed	adj.	배우지 못한, 지시받지 않은	3
uninterested	adj.	무관심한, 흥미 없는	2
unirrigated	adj.	물을 대지 않은, 관개되지 않은	3
unkindness	n.	불친절, 매정함	2
unobtrusive	adj.	눈에 띄지 않는, 조심스러운	3
unpeopled	adj.	사람이 살지 않는, 무인의	3
unperceived	adj.	눈에 띄지 않은, 감지되지 않은	3
unpiratical	adj.	해적답지 않은	3
unplastered	adj.	회벽을 바르지 않은	3
unpromising	adj.	가망 없어 보이는, 유망하지 않은	3
unquenchable	adj.	끌 수 없는, 억누를 수 없는	3
unreasoning	adj.	이성을 잃은, 분별없는	3
unrestfully	adv.	불안하게, 안절부절못하며	3
unromantic	adj.	낭만적이지 않은	2
unsaid	adj.	말하지 않은, 입 밖에 내지 않은	2
unsatisfied	adj.	만족하지 못한, 채워지지 않은	2
unseal	v.	봉인을 뜯다, 열다	3
unselfish	adj.	이기적이지 않은, 이타적인	2
unshaken	adj.	흔들리지 않는, 확고한	3
unsought	adj.	구하지 않은, 바라지 않았던	3
unspeakable	adj.	말할 수 없는, 형언할 수 없는	3
unspeakably	adv.	말할 수 없이, 형언할 수 없이	3
unsteady	adj.	불안정한, 흔들리는	2
unsympathetic	adj.	동정심 없는, 냉담한	2
untied	v.	풀었다, 끌렀다	1
untimely	adj.	때 이른, 시기가 나쁜	3
unto	prep.	~에게, ~까지(옛말, to)	3
unused	adj.	사용하지 않은, 익숙하지 않은	2
unutterably	adv.	말로 다 할 수 없이	3
unwelcoming	adj.	환영하지 않는, 냉랭한	3
unwhitewashed	adj.	회칠하지 않은	3
unwinding	v.	(감긴 것을) 풀다, 풀리다	2
unworthy	adj.	가치 없는, ~할 자격이 없는	2
up-hill	adv., adj.	오르막으로, 오르막의	2
up-strokes	n.	(글씨의) 올려 긋는 획	3
upbraid	v.	꾸짖다, 나무라다	3
uplifted	v., adj.	들어 올린, 높이 든	2
upstreet	adv.	거리 위쪽으로, 시내 쪽으로	3
urchin	n.	개구쟁이, 장난꾸러기(아이)	3
usage	n.	취급, 대우, 관습	2
utterance	n.	발언, 입 밖에 냄, 말	3
vacancy	n.	공허, 빈자리, 멍한 상태	2
vagabond	n., adj.	방랑자, 부랑아	3
vales	n.	골짜기, 계곡(문학어)	3
valuables	n.	귀중품	2
varnished	adj., v.	니스를 칠한, 광을 낸	3
vastness	n.	광대함, 방대함	2
vegetation	n.	초목, 식물	2
vehicles	n.	탈것, 차량	1
veins	n.	정맥, 혈관, 광맥	2
venerable	adj.	존경할 만한, 유서 깊은	3
vengeful	adj.	복수심에 불타는	3
ventilation	n.	환기, 통풍	2
vexed	adj., v.	짜증 난, 성가시게 했다	2
vibrated	v.	진동했다, 떨렸다	2
vice	n.	악덕, 악습	2
vigor	n.	활력, 정력, 힘	2
vigorous	adj.	활기찬, 힘찬	2
virtuous	adj.	도덕적인, 고결한	2
visibly	adv.	눈에 띄게, 뚜렷이	2
vittles	n.	음식, 먹을거리(victuals의 사투리)	3
vivacity	n.	활발함, 쾌활함	3
voids	n.	빈 공간, 공허	3
votary	n.	신봉자, 열렬한 지지자	3
voyage	n.	항해, 여행	1
wages	n.	임금, 품삯	1
waifs	n.	떠돌이 아이, 집 없는 아이	3
wailings	n.	울부짖음, 통곡	3
wakefulness	n.	잠 못 이룸, 각성 상태	3
waller	v.	뒹굴다(wallow의 사투리)	3
walnut	n.	호두, 호두나무	1
war-worn	adj.	전쟁에 지친, 싸움에 닳은	3
warble	v., n.	지저귀다, 지저귐	3
warehoused	v.	창고에 넣어 두었다	3
warpath	n.	출정길, 전투 태세(원주민 관용어)	3
wartiest	adj.	사마귀가 가장 많은(warty의 최상급)	3
washington	n.	워싱턴(미국 초대 대통령, 지명)	2
wasteful	adj.	낭비하는, 헤픈	2
watch-dogs	n.	집 지키는 개, 파수견	2
water-works	n.	울음, 눈물바다(구어), 급수 시설	3
waved	v.	흔들었다, 물결쳤다	1
waverer	n.	망설이는 사람, 동요하는 사람	3
waves	n., v.	파도, 물결, 흔들다	1
waving	v., adj.	흔드는, 물결치는	1
waylaid	v.	길목에서 기다려 붙잡았다, 매복했다	3
waylay	v.	길목에서 기다리다, 매복하다	3
weaklings	n.	약골, 나약한 사람	3
wealthier	adj.	더 부유한	2
wearisome	adj.	지루한, 진저리 나는	3
weather-beaten	adj.	비바람에 시달린, 낡은	3
weather-boarding	n.	(외벽의) 미늘 판자벽, 비늘 판자	3
webster	n.	웹스터(인명; 정치가·사전 편찬자)	3
webwork	n.	그물망 같은 구조, 거미줄 모양	3
wedge	n., v.	쐐기, 쐐기를 박다	2
weedgrown	adj.	잡초가 무성한	3
weighty	adj.	무거운, 중대한	2
welded	v.	용접했다, 하나로 결합했다	2
well-a-well	int.	아 그래, 어쩔 수 없지(체념의 감탄사)	3
well-gnawed	adj.	잘 갉아먹은, 이빨 자국이 난	3
well-to-do	adj.	부유한, 유복한	2
weltering	v., adj.	뒹구는, 피에 잠긴, 뒤척이는	3
wending	v.	나아가다, 가다(문학어; wend one's way)	3
what'd	pron.	무엇이 ~했나(what did/what would의 축약)	2
wher	adv.	어디에(where의 사투리)	3
where'll	adv.	어디에 ~할 것인가(where will의 축약)	2
whereupon	conj., adv.	그러자, 그 결과	3
whetted	v.	(칼을) 갈았다, (욕구를) 돋우었다	3
whichever	pron., adj.	어느 쪽이든	2
whippoorwill	n.	쏙독새(북미의 밤새; 울음소리가 이름)	3
whirled	v.	빙빙 돌았다, 휙 돌았다	2
whit	n.	조금, 아주 적은 양(not a whit)	3
white-washed	v., adj.	회칠했다, 회칠한	2
whitened	v.	하얗게 되었다, 하얘졌다	2
whitewashin	v.	회칠하기(whitewashing의 사투리)	3
whither	adv.	어디로(옛말)	3
whithersoever	adv.	어디로든지(옛말)	3
wid	prep.	~와 함께(with의 흑인 사투리)	3
widened	v.	넓어졌다, 넓혔다	2
wilder	adj.	더 거친, 더 야생의	2
wildness	n.	거칢, 야생 상태	2
wildwood	n.	자연 그대로의 숲, 야생 숲	3
willie	n.	윌리(남자 이름, 인명)	3
wily	adj.	교활한, 약삭빠른	3
winced	v.	움찔했다, 얼굴을 찡그렸다	3
wise-heads	n.	현자들, 똑똑한 체하는 사람들	3
wisely	adv.	현명하게	1
withdrawing	v.	물러나다, 철수하다, 인출하다	2
withered	adj., v.	시든, 말라비틀어진	2
woe-stricken	adj.	비탄에 잠긴, 슬픔에 짓눌린	3
wont	adj., n.	~하는 것이 습관인, 습관(옛말)	3
wood-pecker	n.	딱따구리	2
wood-shed	n.	장작 창고	2
wood-yards	n.	목재 하치장, 장작 저장소	3
woodbox	n.	장작 상자	2
woodpecker	n.	딱따구리	2
wooed	v.	구애했다, 구혼했다	3
woolly	adj.	양털 같은, 곱슬곱슬한, 털이 많은	2
worm-eaten	adj.	벌레 먹은, 낡은	3
worshipful	adj.	존경하는, 숭배하는	3
wreaths	n.	화환, (연기의) 소용돌이	2
wretch	n.	가엾은 사람, 비열한 놈	3
y-e-s	adv.	네(yes를 길게 늘인 말)	2
y-o-u-u	pron.	너, 당신(you를 길게 늘인 말)	2
yaller	adj.	노란(yellow의 사투리)	3
yawl	n.	욜(배에 딸린 작은 보트)	3
yearned	v.	갈망했다, 그리워했다	2
your'n	pron.	너의 것(yours의 사투리)	3
yourn'll	pron.	너의 것이 ~할 것이다(yours will의 사투리)	3
zebras	n.	얼룩말	1
zenith	n.	정점, 천정	3
zephyr	n.	산들바람, 서풍(문학어)	3
