scolding	n., v.	꾸지람, 야단치다	1
scooped	v.	퍼내다, 움푹 파다	2
scripture	n.	성경(구절)	2
sealed	v., adj.	봉인된, 봉하다	1
sear	v., adj.	그슬리다, 태우다; 시든(옛말)	3
secrecy	n.	비밀 (유지)	2
seduction	n.	유혹	3
sentiment	n.	감정, 정서	2
sh't	int.	쉿!(조용히 하라는 소리, sh의 구어 표기)	3
shabbier	adj.	더 초라한, 더 낡은	2
shackles	n.	족쇄, 수갑	3
shaky	adj.	떨리는, 불안정한	2
sheepishly	adv.	멋쩍게, 겸연쩍게	2
sherwood	n.	셔우드(로빈 후드가 살던 숲 이름)	2
shoal	n.	모래톱, 여울	3
shorten	v.	짧게 하다, 단축하다	1
siddy	n.	시디(Sid의 애칭; 톰의 이복동생)	1
sidewalk	n.	보도, 인도	1
simple-hearted	adj.	순박한, 천진한	3
slackened	v.	늦추다, 느슨해지다	2
slathers	n.	많음, 잔뜩(미국 구어)	3
slid	v.	미끄러졌다(slide의 과거)	1
slink	v.	살금살금 걷다, 슬그머니 도망가다	3
slouch	v., n.	구부정하게 걷다, 축 늘어지다	3
smeared	v.	바르다, 문질러 더럽히다	2
sneeze	v., n.	재채기(하다)	1
so-and-so	n.	아무개, 이러저러한 것	2
soaked	v., adj.	흠뻑 젖은, 적시다	1
sober	adj.	진지한, 술 취하지 않은, 침착한	2
soliloquized	v.	혼잣말했다	3
sooner	adv.	더 빨리, 오히려	1
sorrowfully	adv.	슬프게	2
speaker	n.	연설자, 말하는 사람	1
specially	adv.	특히, 특별히	1
sperrit	n.	영혼, 유령(spirit의 사투리)	3
spoil	v.	망치다, 응석받이로 키우다	1
stammer	v.	말을 더듬다	2
stamped	v.	발을 굴렀다, 도장을 찍었다	1
stealthy	adj.	은밀한, 살금살금하는	3
steam	n., v.	증기, 김을 내다	1
steamboat	n.	증기선	2
still-house	n.	증류소, 술 만드는 곳	3
stragglers	n.	낙오자, 뒤처진 사람들	3
strangling	v.	목을 조르다	2
stricken	adj., v.	(병·슬픔에) 시달리는, 타격을 입은	3
strict	adj.	엄격한	1
stripped	v.	벗기다, 옷을 벗다	2
suck	v.	빨다, 빨아들이다	1
surroundings	n.	주위 환경	2
susy	n.	수지(Susan의 애칭; 사람 이름)	1
swaller	v.	삼키다(swallow의 사투리)	3
sweetmeats	n.	사탕과자, 단것	3
tavern-keeper	n.	여관 주인, 술집 주인	3
te	?	비단어	0
tempest	n.	폭풍우	3
tempt	v.	유혹하다	2
terrific	adj.	무시무시한, 굉장한(옛 뜻은 '무서운')	2
testifying	v.	증언하다	2
thereabouts	adv.	그 근처에, 그쯤	3
thout	prep.	~없이(without의 사투리)	3
thrash	v.	때리다, 매질하다	2
three-quarters	n.	4분의 3	1
thunderbolt	n.	벼락, 청천벽력	2
thy	pron.	너의(옛말·성경체)	3
tole	v.	말했다(told의 사투리)	3
tolerably	adv.	꽤, 그럭저럭	3
toothache	n.	치통	1
topmost	adj.	맨 꼭대기의	2
tradition	n.	전통, 전해 오는 이야기	1
tramp	n., v.	떠돌이, 터벅터벅 걷다	2
trample	v.	짓밟다	2
tranquilly	adv.	고요히, 차분하게	3
treasure-house	n.	보물 창고	2
treasure-hunting	n.	보물찾기	2
tree-box	n.	가로수 보호 울타리(나무 둘레의 나무 틀)	3
tree-trunk	n.	나무 줄기	1
tribe	n.	부족, 종족	2
troublesome	adj.	성가신, 골치 아픈	2
trumpet	n.	트럼펫, 나팔	1
tugged	v.	잡아당겼다	2
tugging	v.	잡아당기다	2
twig	n.	잔가지	2
twould	v.	그것은 ~일 것이다(it would의 옛 축약)	3
unappeasable	adj.	달랠 수 없는, 만족시킬 수 없는	3
unavailing	adj.	소용없는, 헛된	3
uncertainty	n.	불확실함	2
undecided	adj.	결정하지 못한	2
undefined	adj.	막연한, 분명치 않은	2
undressed	v., adj.	옷을 벗은, 옷을 벗다	1
unkempt	adj.	헝클어진, 단정치 못한	3
unrolled	v.	펼치다, 풀다	2
upstream	adv., adj.	상류로, 상류의	2
urged	v.	재촉했다, 강력히 권했다	2
vanquish	v.	정복하다, 이기다	3
vastly	adv.	엄청나게, 대단히	2
verdict	n.	평결, 판정	2
verdigrease	n.	녹청, 구리 녹(verdigris의 옛 철자)	3
vigorously	adv.	힘차게, 격렬하게	2
vindictive	adj.	앙심 깊은, 복수심 있는	3
vitals	n.	급소, 중요 장기	3
volume	n.	책 (한 권), 양	2
vulgar	adj.	저속한, 상스러운	2
wagged	v.	(꼬리·혀를) 흔들었다	2
warwhoop	n.	(인디언의) 전투 함성	3
watcher	n.	지켜보는 사람, 파수꾼	2
watchman	n.	야경꾼, 경비원	2
weaker	adj.	더 약한	1
wedding-cake	n.	웨딩 케이크	1
week-day	n.	평일	1
weepon	n.	무기(weapon의 사투리)	3
wellnigh	adv.	거의(옛말)	3
western	adj.	서쪽의, 서부의	1
wheat	n.	밀	1
whilst	conj.	~하는 동안(while의 옛말·영국식)	3
whiskers	n.	구레나룻, 수염	2
who'll	pron.	누가 ~할까(who will)	1
wilted	v., adj.	시든, 풀이 죽은	2
windfall	n.	뜻밖의 횡재, 바람에 떨어진 과일	3
window-sash	n.	창틀(창유리를 끼운 틀)	3
wisest	adj.	가장 현명한	1
woes	n.	비애, 고통	3
wonderfully	adv.	놀랍게, 훌륭하게	1
woody	adj.	나무가 우거진	2
worse'n	adj.	~보다 더 나쁜(worse than의 사투리)	3
wrath	n.	분노, 격노	3
wreck	n., v.	난파(선), 망가뜨리다	2
writes	v.	쓴다	1
yearning	n., v.	갈망, 동경하다	2
yew	n.	주목(활 재료로 쓰는 나무)	3
yourn	pron.	너의 것(yours의 사투리)	3
a'ready	adv.	이미(already의 사투리)	3
a-doing	v.	하고 있는(doing의 사투리; 'a-'는 진행형 접두어)	3
a-fluttering	v.	펄럭이고 있는(fluttering의 사투리)	3
a-going	v.	가고 있는(going의 사투리)	3
a-meowing	v.	야옹거리고 있는(meowing의 사투리)	3
a-rustling	v.	바스락거리고 있는(rustling의 사투리)	3
a-sitting	v.	앉아 있는(sitting의 사투리)	3
a-smoking	v.	담배 피우고 있는(smoking의 사투리)	3
a-turning	v.	돌고 있는(turning의 사투리)	3
a-waiting	v.	기다리고 있는(waiting의 사투리)	3
a-wishing	v.	바라고 있는(wishing의 사투리)	3
ablaze	adj.	불타는, 활활 타는	3
aboard	adv., prep.	배에 타고, 승선하여	2
abounding	adj., v.	풍부한, 가득한	3
absent-minded	adj.	딴 데 정신 팔린, 멍한	2
absentmindedness	n.	멍함, 방심	3
abstain	v.	삼가다, 절제하다	2
abundant	adj.	풍부한	2
academy	n.	학교, 학원	2
accidents	n.	사고, 우연	1
accoutrements	n.	장비, 장구(특히 군장)	3
acquirement	n.	습득, 익힌 재주	3
activities	n.	활동	1
adamantine	adj.	금강석 같은, 굳센	3
adding	v.	덧붙이다, 더하다	1
addresses	n., v.	연설, 말을 걸다	2
adherent	n.	지지자, 신봉자	3
admirers	n.	찬미자, 숭배자	2
adored	v.	흠모했다, 매우 좋아했다	2
adults	n.	어른	1
adventurers	n.	모험가	2
afflicting	v., adj.	괴롭히는, 고통을 주는	3
afforded	v.	제공했다, ~할 여유가 있었다	2
afloat	adj., adv.	물에 떠서	3
age-long	adj.	오랜 세월의, 아주 오래된	3
agues	n.	학질, 오한(말라리아성 열병)	3
aid	n., v.	도움, 돕다	1
aides-de-camp	n.	부관(장군의 보좌관)	3
ailing	adj.	병든, 앓는	3
ailment	n.	(가벼운) 병	3
aimlessly	adv.	목적 없이	2
allowance	n.	허용, 용돈	2
allusions	n.	암시, 넌지시 언급함	3
altered	v.	바꾸었다, 바뀌었다	2
amassed	v.	모았다, 축적했다	3
amazement	n.	놀라움	2
ambuscade	n.	매복(ambush의 옛말)	3
ambush	n., v.	매복(하다)	2
amidships	adv.	배 한가운데에	3
ammunition	n.	탄약	2
amongst	prep.	~사이에(among의 옛·영국식)	2
amuse	v.	즐겁게 하다	1
analyzed	v.	분석했다	2
ancestors	n.	조상	2
andiron-knob	n.	벽난로 장작받침대의 손잡이 장식	3
announced	v.	알렸다, 발표했다	1
annoyance	n.	성가심, 짜증	2
antelope	n.	영양(사슴 비슷한 동물)	2
anybody'll	pron.	누구든 ~할 것이다(anybody will)	1
anywher	adv.	어디든(anywhere의 사투리)	3
apathy	n.	무관심, 무기력	3
appealingly	adv.	호소하듯이, 애원하듯이	3
appeased	v.	달랬다, 진정시켰다	3
applauded	v.	박수를 보냈다	2
applausive	adj.	박수 갈채하는	3
applied	v.	적용했다, 대다, 바르다	1
appreciated	v.	진가를 알아보았다, 고마워했다	2
aristocracy	n.	귀족(계급)	2
arm-chair	n.	안락의자	1
aroused	v.	깨웠다, 불러일으켰다	2
arranging	v.	정리하다, 준비하다	1
arrayed	v., adj.	차려입은, 배열된	3
arrives	v.	도착한다	1
arriving	v.	도착하는	1
artificial	adj.	인공의, 꾸민	2
artillery	n.	대포, 포병	2
artlessly	adv.	꾸밈없이, 순진하게	3
ascent	n.	오르기, 상승	2
ass	n.	당나귀, 바보	2
assembling	v.	모이다, 모으다	2
assembly	n.	모임, 집회	2
assert	v.	주장하다, (권리를) 내세우다	2
assyrian	adj., n.	아시리아의, 아시리아 사람	3
astride	adv., prep.	걸터앉아, 두 다리를 벌리고	3
athwart	prep., adv.	가로질러, 비스듬히(옛말)	3
attain	v.	이르다, 얻다	2
attentive	adj.	주의 깊은, 경청하는	2
attested	v.	증명했다, 입증했다	3
attraction	n.	매력, 끌림	1
attrition	n.	마멸, 소모	3
audacious	adj.	대담한, 뻔뻔한	3
auditory	n.	청중(옛말; 현대는 '청각의')	3
aunty	n.	아줌마, 이모(aunt의 애칭)	1
aurora	n.	오로라, 새벽빛	3
auspices	n.	후원, 보호	3
auspicious	adj.	상서로운, 길조의	3
austin	n.	오스틴(사람 이름)	1
avariciously	adv.	탐욕스럽게	3
avenged	v.	복수했다	3
avocations	n.	부업, 소일거리	3
aw	int.	에이, 아이(못마땅함·실망의 감탄사)	2
awakened	v.	깨웠다, 깨어났다	2
awe-inspiring	adj.	경외심을 일으키는	3
awfulest	adj.	가장 끔찍한(awful의 비표준 최상급)	3
ax	n.	도끼(axe의 미국식 철자)	1
b'long	v.	속하다(belong의 사투리)	3
back-handed	adj.	손등으로 치는, 빈정대는	3
backards	adv.	뒤로(backwards의 사투리)	3
bade	v.	명했다, 말했다(bid의 과거)	3
baffled	v., adj.	당황시켰다, 어리둥절한	2
baker	n.	제빵사	1
baking	v., n.	굽다, 굽기	1
balefully	adv.	해로울 듯이, 악의에 차서	3
ballroom	n.	무도회장	2
balm	n.	진통제, 위안	3
balmy	adj.	(날씨가) 온화한, 향기로운	3
banged	v.	쾅 쳤다, 쾅 소리를 냈다	2
banishment	n.	추방	3
bank-note	n.	지폐	2
bankrupted	v., adj.	파산시켰다, 파산한	2
bar'l	n.	통(barrel의 사투리)	3
barefoot	adj., adv.	맨발의, 맨발로	1
barelegged	adj.	맨다리의	3
bargain	n., v.	거래, 흥정하다	2
barrow	n.	손수레	3
bathing	v., n.	목욕(하다), 물놀이	1
battery	n.	포대, 대포 일제 사격	2
baying	v.	(사냥개가) 짖다	3
beauteous	adj.	아름다운(문어체)	3
bed-valance	n.	침대 밑 가림 천, 침대 커튼	3
bedchamber	n.	침실(옛말)	3
bedclothes	n.	침구, 이불	2
bedridden	adj.	몸져누운	3
befitted	v.	어울렸다, 걸맞았다	3
behave	v.	행동하다, 얌전히 굴다	1
behavior	n.	행동, 품행	1
belated	adj.	뒤늦은	3
belittled	v.	하찮게 여겼다, 깎아내렸다	3
belle	n.	미인, 최고 인기 여성	3
benjamin	n.	벤저민(사람 이름)	1
benny	n.	베니(Ben의 애칭)	1
benton	n.	벤턴(미주리 주 상원의원 이름)	2
beseeching	adj., v.	애원하는, 간청하다	3
best-hearted	adj.	마음씨가 가장 착한	3
bethought	v.	생각해 냈다, 떠올렸다(bethink의 과거; 옛말)	3
bewitching	adj.	매혹적인, 홀리는	3
bible-prize	n.	성경 상품(주일학교에서 상으로 주는 성경)	3
bight	n.	(밧줄의) 고리, 굽은 곳, 작은 만	3
billowy	adj.	물결치는, 굽이치는	3
bird-like	adj.	새 같은	2
bishops	n.	주교	2
bitterest	adj.	가장 쓰라린, 가장 혹독한	2
blab	v.	나불거리다, 비밀을 누설하다	3
black-eyed	adj.	검은 눈의	1
black-haired	adj.	검은 머리의	1
black-hulled	adj.	검은 선체의(배)	3
blanc	adj., n.	흰, 흰색(프랑스어)	3
blanching	v.	창백해지다, 새하얗게 되다	3
bled	v.	피를 흘렸다(bleed의 과거)	2
blindfold	v., n.	눈가리개(를 하다)	2
blister-plasters	n.	발포 고약(물집을 잡히게 하는 옛 치료제)	3
blood-curdling	adj.	소름 끼치는, 피가 얼어붙는	3
bloodiest	adj.	가장 피비린내 나는	2
bloody-minded	adj.	잔인한, 피에 굶주린	3
blotted	v.	얼룩지게 했다, 지웠다	2
blowout	n.	떠들썩한 잔치, 성대한 파티(구어)	3
blue-eyed	adj.	파란 눈의	1
blustered	v.	고함쳤다, 허세 부렸다	3
board-fence	n.	판자 울타리	2
boastful	adj.	자랑하는, 뽐내는	2
body-snatching	n.	시체 도굴	3
boiler	n.	보일러, (증기선의) 기관	2
boisterous	adj.	떠들썩한, 소란스러운	3
bolder	adj.	더 대담한	1
boldness	n.	대담함	2
bones	n.	뼈	1
bonnet	n.	보닛(여성용 모자)	2
borders	n.	경계, 가장자리	1
borrowed	v.	빌렸다	1
bosh	n., int.	헛소리, 허튼소리	3
botch	n., v.	엉망진창, 서투른 일	3
bothersome	adj.	성가신	2
bottle-glass	n.	병유리 조각	2
boughs	n.	큰 나뭇가지	3
bowels	n.	창자, 깊숙한 곳	3
bowlder	n.	바위, 큰 돌(boulder의 옛 철자)	3
boy-like	adj., adv.	소년다운, 소년답게	2
boyhood	n.	소년 시절	2
boys-and-girls	n.	소년소녀들	1
brag	v., n.	자랑하다, 허풍	2
brainracking	adj.	머리를 쥐어짜는	3
brand-new	adj.	새것인, 신품의	1
breakfast-room	n.	아침 식사 방	2
breathings	n.	숨결, 호흡	3
breezy	adj.	산들바람 부는	2
brightened	v.	밝아졌다, 환해졌다	2
brilliantly	adv.	눈부시게, 훌륭하게	2
brimstone	n.	유황(지옥불의 상징; 옛말)	3
british	adj.	영국의	1
broadcast	adv., v.	널리 흩뿌려, 흩뿌리다	2
broom	n.	빗자루	1
bruises	n.	멍, 타박상	2
builded	v.	지었다(build의 옛 과거형)	3
bulky	adj.	부피가 큰, 덩치 큰	2
bulletin-board	n.	게시판	2
bullets	n.	총알	1
bullier	adj.	더 멋진(bully '멋진'의 비교급; 구어)	3
bulliest	adj.	가장 멋진(bully '멋진'의 최상급; 구어)	3
bullyrag	v.	괴롭히다, 을러대다	3
burglars	n.	강도, 도둑	2
bushel	n.	부셸(곡물 단위, 약 35리터), 한 가득	3
bushy	adj.	무성한, 덥수룩한	2
business-like	adj.	사무적인, 실무적인	2
bustlings	n.	부산함, 분주함	3
butterflies	n.	나비	1
button-hole	n.	단춧구멍	2
bygone	adj.	지나간, 과거의	3
bystander	n.	구경꾼	2
ca'm	adj.	차분한(calm의 사투리)	3
caesar	n.	카이사르(로마의 장군)	2
caitiff	n.	비겁자, 악당(옛말)	3
camel	n.	낙타	1
camp-fire	n.	모닥불	1
candle-light	n.	촛불 빛	1
candle-wick	n.	양초 심지	2
cane-heads	n.	지팡이 손잡이	3
car-ri-ed	v.	운반했다(carried를 음절 끊어 늘여 발음한 표기)	3
carcase	n.	시체, 짐승 사체(carcass의 옛 철자)	3
carelessly	adv.	무심코, 부주의하게	1
cargo	n.	화물	2
carpeted	v., adj.	카펫을 깐	2
carpeting	n.	카펫(감), 융단	2
cast-off	adj.	버린, 헌	3
cat-like	adj.	고양이 같은	2
catbird	n.	개똥지빠귀(고양이 소리를 내는 새)	3
caterwauling	n., v.	고양이 울음, 시끄럽게 울부짖기	3
catfish	n.	메기	2
catlike	adj.	고양이 같은	2
