pious	adj.	경건한, 신앙심 깊은	3
piratical	adj.	해적의, 해적 같은	3
pistol-shots	n.	권총 발사, 총소리	2
pitfalls	n.	함정, 위험	2
pitilessly	adv.	무자비하게	3
pityingly	adv.	가엾다는 듯이	3
planet	n.	행성	1
planted	v.	심었다, (단단히) 놓았다	1
plants	n.	식물들	1
plastered	v., adj.	덕지덕지 바른, (머리를) 착 눌러 붙인, 회반죽을 바른	2
plausibilities	n.	그럴듯한 말들, 그럴싸함	3
play-yard	n.	놀이터, 운동장	2
playmates	n.	놀이 친구들	1
playthings	n.	장난감들	2
plea	n.	간청, 탄원, 변명	2
pleadingly	adv.	애원하듯이	3
pleasanter	adj.	더 유쾌한, 더 즐거운	1
pleasantest	adj.	가장 유쾌한	1
pliant	adj.	유연한, 고분고분한	3
plotting	v.	음모를 꾸미는	2
ploughing	v.	쟁기질하는, 밭 가는(영국식 철자)	2
plowing	v.	쟁기질하는, 밭 가는	2
pluck	n., v.	용기, 배짱, 뽑다	2
plug	n.	마개, 씹는담배 덩이	2
plumes	n.	깃털 장식	3
plunges	n., v.	뛰어들기, 물에 온몸 담그기(냉수욕), 돌진하다	2
poetry	n.	시(詩)	1
ponderously	adv.	육중하게, 둔하게	3
popped	v.	펑 하고 튀어나왔다, 불쑥 나타났다	1
population	n.	인구, 주민	1
portentous	adj.	불길한, 거창한	3
posse	n.	(보안관이 소집한) 수색대, 무리(미국)	3
postmaster	n.	우체국장	2
postoffice	n.	우체국	1
potter'll	n.	포터가 ~할 것이다(Potter will의 축약; 인명)	3
pouring	v.	쏟아지는, 붓는	1
poverty-stricken	adj.	가난에 찌든	3
powder-keg	n.	화약통	3
powwow	n.	(인디언식) 회의, 떠들썩한 모임	3
prattle	n., v.	재잘거림, 재잘대다	3
preached	v.	설교했다	2
preceded	v.	앞섰다, 먼저 왔다	2
precipice	n.	절벽, 벼랑	3
predestined	adj.	예정된, 운명 지어진	3
preposterous	adj.	터무니없는, 말도 안 되는	3
preservation	n.	보존, 보호	2
prevailing	adj.	우세한, 널리 퍼진	2
prevalent	adj.	널리 퍼진, 유행하는	2
prey	n.	먹이, 희생물	2
priceless	adj.	값을 매길 수 없는, 매우 귀중한	2
proclaiming	v.	선언하는, 공표하는	2
procured	v.	구했다, 손에 넣었다	3
prodigy	n.	신동, 경이로운 것	3
profaned	v.	모독했다, 더럽혔다	3
profanity	n.	욕설, 불경한 말	3
professing	v.	공언하는, (신앙을) 고백하는	3
professor	n.	교수, (여기서는) 전문가·명인	2
projection	n.	돌출부, 튀어나온 부분	2
prone	adj.	엎드린, ~하기 쉬운	2
prophecy	n.	예언	2
prophesying	v.	예언하는	3
proprietor	n.	소유주, 주인	3
prospects	n.	전망, 가망	2
prosperous	adj.	번영하는, 부유한	2
prosy	adj.	따분한, 산문적인	3
prouder	adj.	더 자랑스러운	1
provision-baskets	n.	식량 바구니	3
provoked	v.	화나게 했다, 유발했다	2
published	v.	발표했다, 널리 알렸다, 출판했다	1
pummelling	v.	주먹으로 마구 때리는	3
punctuate	v.	구두점을 찍다, 간간이 끼어들다	2
punctuation	n.	구두점	2
purloined	v.	슬쩍 훔쳤다(문학어)	3
purring	v.	(고양이가) 가르랑거리는	2
pyramids	n.	피라미드	1
quailed	v.	겁먹고 움츠렸다	3
quarter-staff	n.	육척봉(긴 나무 막대기 무기; 로빈 후드 놀이)	3
queer	adj.	이상한, 묘한(옛 용법)	2
quenched	v.	(갈증·불을) 껐다, 해소했다	2
quickened	v.	빨라졌다, 활기를 띠었다	2
quicker'n	adv.	~보다 빨리(quicker than의 사투리)	3
quicksilver	n.	수은	3
r'yals	n.	레알(옛 스페인 은화 real; royals/reals의 사투리)	3
rabbit	n.	토끼	1
race	n., v.	경주, 인종, 달리다	1
racer	n.	경주자, 빠른 것(말·배)	2
racket	n.	소음, 소란	2
rafters	n.	서까래	3
raftsmen	n.	뗏목꾼들	3
ragged-looking	adj.	누더기 차림의	2
rail	n.	가로대, 난간, 울타리 가로장	2
rain-water	n.	빗물	1
rapt	adj.	넋을 잃은, 몰두한	3
rapture	n.	황홀, 큰 기쁨	3
rascalities	n.	악당짓, 나쁜 짓들	3
rascals	n.	악당들, 개구쟁이들	2
rate	n., v.	비율, 속도, 여기다	1
rattlesnake	n.	방울뱀	2
ravenous	adj.	몹시 굶주린	3
ravishing	adj.	황홀한, 매혹적인	3
ray	n.	광선, 빛줄기	1
realism	n.	사실성, 현실감	2
realizing	v.	깨닫는, 실감하는	1
rebuke	n., v.	질책(하다), 꾸짖다	3
recitation	n.	암송, 낭독, 발표	2
reckon'll	v.	~일 거라 생각한다(reckon will의 축약; 미국 구어)	3
recoated	v.	다시 칠했다, 다시 입혔다	3
recollections	n.	기억, 회상	2
recommended	v.	추천했다, 권했다	1
recounted	v.	자세히 이야기했다	2
recurred	v.	다시 떠올랐다, 되풀이되었다	2
red-hot	adj.	시뻘겋게 단, 매우 뜨거운	2
reddened	v.	붉어졌다, 얼굴을 붉혔다	2
refrained	v.	삼갔다, 참았다	2
refreshed	v., adj.	원기를 되찾은, 상쾌해진	2
refreshing	adj.	상쾌한, 신선한	2
refugee	n.	피난민, 도망자	2
regretful	adj.	후회하는, 아쉬워하는	2
regularity	n.	규칙적임	2
relates	v.	이야기하다, 관련되다	2
relic	n.	유물, 유품	2
remade	v.	다시 만들었다	2
remedies	n.	치료법, 약	2
reminded	v.	상기시켰다	1
reminding	v.	상기시키는	1
remotenesses	n.	멀리 떨어진 곳들, 아득함	3
remoter	adj.	더 먼, 더 외진	2
rend	v.	찢다, 갈가리 찢다(문학어)	3
rendezvous	n.	만나기로 한 장소, 집결지	3
repent	v.	회개하다, 뉘우치다	2
repentance	n.	회개, 뉘우침	3
repentant	adj.	뉘우치는	3
repinings	n.	불평, 한탄(문학어)	3
repose	n., v.	휴식, 쉬다	3
reposeful	adj.	평온한, 편안한	3
reprimand	n., v.	질책(하다), 꾸짖다	3
repulsed	v.	물리쳤다, 격퇴했다	3
requirements	n.	필요조건, 요구사항	1
researched	v.	조사했다, 뒤졌다	2
resembling	v.	~을 닮은	2
resented	v.	분개했다, 불쾌하게 여겼다	2
resignation	n.	체념, 단념	2
resources	n.	자원, 수단, 재치	1
respected	v., adj.	존경했다, 존경받는	1
restful	adj.	평화로운, 편안한	2
restive	adj.	안절부절못하는, 가만있지 못하는	3
resumption	n.	재개	3
resurrected	v.	되살렸다, 부활시켰다	3
retchings	n.	구역질, 헛구역질	3
retiring	v., adj.	물러나는, 잠자리에 드는, 수줍은	2
retold	v.	다시 이야기했다	1
rev	n.	목사(Reverend의 약어)	3
revealments	n.	폭로, 드러냄(옛말)	3
revelations	n.	폭로, 밝혀진 사실	2
revelled	v.	한껏 즐겼다, 흥청거렸다	3
reverberations	n.	울림, 반향	3
reverence	n.	존경, 경외	2
reverent	adj.	경건한, 공손한	3
reverently	adv.	경건하게, 공손하게	3
revival	n.	부흥회(종교 집회), 되살아남	2
ribbon-decked	adj.	리본으로 장식한	3
ride	v., n.	타다, 타고 가기	1
ridicule	n., v.	조롱(하다), 비웃음	2
rightly-constructed	adj.	제대로 만들어진, 올바른 구조의	3
rind	n.	(과일·수박의) 껍질	2
ringtaw	n.	링토(구슬치기 놀이의 일종)	3
rioting	v.	난동을 부리는, 마음껏 뛰노는	2
ripper	n.	굉장한 것, 멋진 것(속어)	3
riverbank	n.	강둑	1
riverson	n.	리버슨(인명; 변호사)	3
roamed	v.	돌아다녔다, 배회했다	2
roaming	v.	돌아다니는	2
roasted	v.	구웠다	1
roasting	v., adj.	굽는, 몹시 뜨거운	1
robbery	n.	강도(질)	2
robe	n.	긴 겉옷, 예복	2
rollicking	adj.	흥겨운, 왁자지껄한	3
romping	v.	뛰노는, 장난치며 노는	2
rose-tinted	adj.	장밋빛의	3
roughest	adj.	가장 거친	1
round-topped	adj.	위가 둥근	2
rovers	n.	방랑자들, 떠돌이들(해적)	3
rubbishy	adj.	쓰레기 같은, 시시한	3
ruddy	adj.	불그스름한, 혈색 좋은	3
ruffian	n.	악당, 깡패	3
ruffled	v., adj.	헝클어진, 흐트러진	2
ruination	n.	파멸, 망침	3
ruinous	adj.	파멸적인, 무너져 가는	3
rum	n.	럼주	2
rumblings	n.	우르릉 소리	2
s'h't	int.	쉿!(조용히 하라는 소리)	3
sachem	n.	(북미 인디언의) 추장	3
saddened	v.	슬프게 했다, 슬퍼졌다	2
sagacity	n.	현명함, 총명함	3
sailors	n.	선원들	1
sappy	adj.	수액이 많은, 싱싱한, 어리석은(속어)	3
sarcasms	n.	빈정거림, 비꼬는 말	3
sass	n., v.	건방진 말대꾸(하다)(미국 구어)	3
saturated	v., adj.	흠뻑 젖은, 포화된	2
sauce	n.	소스, 양념, 건방진 말	2
sauntered	v.	어슬렁어슬렁 걸었다	3
savagery	n.	야만성, 잔인함	3
savages	n.	야만인들(인디언을 가리키는 옛 표현)	2
sawbones	n.	의사(속어)	3
scalped	v.	머리 가죽을 벗겼다	3
scalping	v., n.	머리 가죽 벗기기	3
scamper	v., n.	재빨리 달아나다, 잽싼 달음질	3
scarce	adj., adv.	드문, 부족한, 거의 ~않다(scarcely)	2
scarify	v.	피부에 흠집을 내다, 혹평하다	3
scat	int., v.	저리 가!, 쉬!(고양이 쫓는 소리)	3
scholar	n.	학생(옛 용법), 학자	2
scorching	adj.	타는 듯이 뜨거운	2
scorn	n., v.	경멸(하다), 멸시	2
scoundrelly	adj.	악당 같은, 비열한	3
scoundrels	n.	악당들	3
scrambled	v.	허둥지둥 기어올랐다, 다투어 달려들었다	2
screaming	v.	비명을 지르는	1
scribble	v., n.	갈겨쓰다, 낙서	2
scrubbed	v.	박박 문질러 씻었다	2
searcher	n.	수색자, 찾는 사람	2
second-story	adj.	2층의	2
secondary	adj.	부차적인, 2차의	2
section	n.	부분, 구역	1
securely	adv.	안전하게, 단단히	2
sediment	n.	침전물, 앙금	3
seductive	adj.	유혹적인, 매혹적인	3
selected	v.	골랐다, 선택했다	1
self-possession	n.	침착, 냉정	3
semi-cylinders	n.	반원통(들)	3
senator	n.	상원의원	2
senseless	adj.	의식을 잃은, 무의미한	2
sensibly	adv.	분별 있게, 눈에 띄게	2
sentry	n.	보초, 파수꾼	3
sepulchral	adj.	무덤 같은, 음산한	3
serape	n.	세라페(멕시코풍 담요 겉옷)	3
serenely	adv.	평온하게, 태연히	3
seventeenth	adj., n.	열일곱 번째(의)	1
severer	adj.	더 엄한, 더 심한	2
shackly	adj.	흔들거리는, 다 쓰러져 가는(미국 구어; ramshackle)	3
shadder	n.	그림자(shadow의 사투리)	3
shadowless	adj.	그림자 없는	3
shady	adj.	그늘진	2
sham	n., adj.	가짜, 거짓의	3
shanty	n.	판잣집, 오두막	3
shapely	adj.	맵시 있는, 모양 좋은	3
sharper	adj.	더 날카로운, 더 예리한	1
sheathed	v.	칼집에 넣었다, 감쌌다	3
sheaves	n.	(곡식) 단, 다발	3
shet	v.	닫다, 다물다(shut의 사투리)	3
shimmering	adj.	희미하게 반짝이는	3
shone	v.	빛났다(shine의 과거)	1
shorn	v., adj.	깎인, 빼앗긴(shear의 과거분사)	3
shortcomings	n.	결점, 단점	2
showy	adj.	화려한, 눈에 띄는	2
shreds	n.	조각, 갈가리 찢긴 조각	2
shroud	n.	수의, 덮개	3
sickening	adj.	구역질 나는, 역겨운	2
side-tables	n.	보조 탁자들	2
sidewise	adv.	옆으로, 비스듬히	3
sidling	v.	옆걸음질로 슬금슬금 다가가는	3
sidney	n.	시드니(인명; 톰의 이복동생 Sid)	3
sifting	v.	체로 거르는, 걸러내는	2
signified	v.	의미했다, 나타냈다	2
simpering	v., adj.	히죽히죽 웃는, 새침하게 웃는	3
simplest	adj.	가장 간단한, 가장 소박한	1
sinai	n.	시나이(산; 모세가 십계명을 받은 산)	3
sincere	adj.	진심의, 진실한	1
sinful	adj.	죄 많은, 죄스러운	2
sinuous	adj.	구불구불한	3
sitz	n.	좌욕(sitz bath; 엉덩이만 담그는 목욕)	3
sixpence	n.	6펜스(영국 옛 은화)	3
sketches	n., v.	스케치, 밑그림(을 그리다)	2
sketching	v.	스케치하는	2
skiff-loads	n.	작은 배 몇 척 분(의 사람들)	3
skillet	n.	프라이팬	2
skirts	n.	치마, 변두리, 가장자리	1
skurrying	v.	허둥지둥 달리는(scurrying의 옛 철자)	3
slack	adj., v., n.	느슨한, (물살이) 잔잔한, 늦추다	2
slanting	adj.	비스듬한, 기울어진	2
slave	n.	노예	1
sleepiest	adj.	가장 졸린	1
sleigh-runners	n.	썰매 날	3
slew	v.	죽였다(slay의 과거)	3
slipper	n.	슬리퍼, 실내화	1
slosh	v., n.	철벅거리다, 첨벙	3
slow-dragging	adj.	느릿느릿 끌리는	3
slow-dropping	adj.	천천히 떨어지는	3
smartness	n.	영리함, 약삭빠름, 멋	2
smelt	v.	냄새 맡았다, 냄새가 났다(smell의 과거)	2
smoke-mark	n.	그을음 자국	3
smothering	v., adj.	숨 막히게 하는, 질식시키는	2
smothers	v.	숨 막히게 하다, 뒤덮다	2
smothery	adj.	숨 막히는, 답답한	3
smuggled	v.	몰래 들여왔다, 밀반입했다	2
snarling	v., adj.	으르렁거리는	2
sniffing	v.	킁킁거리는, 냄새 맡는	2
snifter	n.	(술) 한 모금, 소량(속어)	3
snobs	n.	속물들	2
snorer	n.	코 고는 사람	2
snowbanks	n.	눈더미	2
snowing	v.	눈이 내리는	1
snuggest	adj.	가장 아늑한	3
so'd	adv.	그래서 ~할 것이다, ~도 그랬다(so would/so had의 축약)	3
sociables	n.	친목 모임, 사교 모임(미국)	3
socks	n.	양말	1
soda	n.	소다, 탄산	1
softness	n.	부드러움	1
softy	n.	물러터진 사람, 겁쟁이	3
solo	n.	독창, 독주	2
som'ers	adv.	어딘가에(somewheres의 사투리)	3
sombrero	n.	솜브레로(챙 넓은 멕시코 모자)	3
soothed	v.	달랬다, 진정시켰다	2
sorely	adv.	몹시, 심하게	3
